City,State,County,Lat,Lng,Population,Area,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
Coggon,IA,Linn,42.29251,-91.53608,1800,Urban,Contracting civil engineer,3,44,26130.78,Divorced,Male,Yes,4.539566699,8,2,0,No,One year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.799514433,242.657291,1256.287854
Sarver,PA,Butler,40.71569,-79.748,8028,Suburban,Health and safety inspector,1,65,36478.21,Widowed,Male,No,7.251198724,14,2,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,10.04672315,114.983787,980.9935923
Warren,OH,Trumbull,41.24042,-80.84612,16101,Suburban,Manufacturing engineer,2,31,37103.18,Separated,Female,No,12.57884215,9,3,1,No,Two Year,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),7.992791229,149.991327,1127.267848
Dade City,FL,Pasco,28.33597,-82.20146,20449,Suburban,Musician,2,34,74679.84,Widowed,Male,No,11.64836306,11,0,1,Yes,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),7.231032028,124.960655,1269.836202
Ralston,PA,Lycoming,41.51534,-76.97577,161,Urban,Senior tax professional/tax inspector,2,68,95028.57,Separated,Male,Yes,6.076260652,13,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,4.627672042,220.161527,1038.745378
Vernon Rockville,CT,Tolland,41.8364,-72.46061,29210,Urban,"Engineer, biomedical",0,62,34281.1,Never Married,Male,No,11.75681641,9,0,0,No,Two Year,No,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),10.05306287,172.48852,1531.155367
Monroe Center,IL,Ogle,42.11139,-88.99956,821,Urban,Facilities manager,0,52,36240.81,Separated,Male,No,9.173739977,14,0,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Electronic Check,4.171044392,120.004928,991.2441024
Momence,IL,Kankakee,41.15338,-87.62902,5846,Urban,Osteopath,5,32,9515.64,Divorced,Male,Yes,8.353693631,11,4,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,4.568682641,220.161527,1244.296865
Hudson,NH,Hillsborough,42.76391,-71.4071,25328,Rural,"Copywriter, advertising",1,70,77531.43,Divorced,Female,Yes,2.310584634,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),8.574901206,184.949594,1442.974877
Parish,NY,Oswego,43.42122,-76.09223,3736,Suburban,Horticultural consultant,3,41,87354.99,Divorced,Male,Yes,5.290318715,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,9.743201772,252.637807,1577.208717
Clitherall,MN,Otter Tail,46.21378,-95.61021,610,Suburban,Microbiologist,2,59,76567.85,Separated,Male,No,5.258274954,8,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),9.482919033,112.455141,886.9398744
Kenton,DE,Kent,39.22601,-75.66854,34,Rural,Educational psychologist,1,46,30663.52,Married,Male,No,7.157580014,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,8.447988841,179.979358,1065.06443
Leesburg,TX,Camp,32.96633,-95.12119,1135,Urban,"Production designer, theatre/television/film",1,89,31600.92,Widowed,Male,No,4.978546291,12,2,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),7.251397592,197.472533,1404.435534
Thomas,OK,Custer,35.72895,-98.7404,1750,Suburban,Risk manager,4,75,74638.78,Never Married,Female,Yes,6.547676875,10,3,1,No,One year,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,14.64011644,255.155493,1925.911722
Essie,KY,Leslie,37.04672,-83.47218,1076,Urban,Health visitor,0,26,32652.3,Married,Female,Yes,7.410590719,9,0,1,Yes,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,11.71637124,174.976769,1805.011298
Malta,IL,DeKalb,41.92493,-88.88861,1692,Urban,Counsellor,4,25,63650.54,Divorced,Female,No,11.39765385,8,1,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,4.13273503,169.992756,700.7343179
Ogdensburg,NJ,Sussex,41.07608,-74.59774,2396,Suburban,Visual merchandiser,3,69,50252.79,Never Married,Male,No,11.30748265,15,0,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),3.303030246,182.460772,717.3876564
Sweetwater,TX,Nolan,32.45432,-100.36402,12914,Urban,"Doctor, general practice",3,31,19800.81,Divorced,Male,No,10.31551212,11,2,1,No,One year,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),5.15825129,139.965008,1313.492851
Comfrey,MN,Brown,44.11271,-94.89317,828,Rural,Water quality scientist,1,74,48715.53,Divorced,Nonbinary,Yes,11.9664542,17,1,0,No,Two Year,Yes,Yes,None,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,3.180102025,210.138,724.7803356
Bullville,NY,Orange,41.54231,-74.35823,98,Suburban,Optometrist,1,49,23204.98,Divorced,Male,No,10.18046877,10,2,0,No,Two Year,No,No,DSL,No,No,No,No,No,Yes,No,No,Yes,Electronic Check,15.85983755,104.964303,1829.270014
Mc Donald,PA,Washington,40.35592,-80.24823,15671,Rural,Petroleum engineer,1,47,35302.52,Separated,Male,Yes,14.01485542,16,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),11.73724209,262.610632,1668.199119
Calcium,NY,Jefferson,44.02608,-75.85861,2229,Urban,"Scientist, research (physical sciences)",4,20,54895.16,Married,Female,Yes,14.62784306,17,2,0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Credit Card (automatic),7.006240694,152.488401,1124.353152
Burbank,CA,Los Angeles,34.17123,-118.32382,18575,Urban,Financial planner,2,72,8115.88,Never Married,Female,No,8.894475174,8,0,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),14.53027663,220.118516,1637.201426
West Hartford,CT,Hartford,41.76336,-72.72717,15715,Urban,Medical illustrator,1,41,33858.66,Divorced,Male,No,10.50187888,13,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Mailed Check,5.905906389,162.452604,951.8524406
Vidalia,LA,Concordia,31.30969,-91.60794,6252,Suburban,"Copywriter, advertising",3,26,29950.47,Married,Female,Yes,12.34250072,12,2,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,3.260462654,184.961033,1248.097652
Louin,MS,Jasper,32.11472,-89.22514,3834,Urban,Theatre director,4,55,49421.69,Separated,Male,No,10.29380879,12,3,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,18.91276578,217.483972,2220.255405
Rialto,CA,San Bernardino,34.15607,-117.40417,19556,Urban,"Secretary, company",1,46,11061.05,Married,Female,No,8.512650562,11,2,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,No,Mailed Check,14.25617986,220.118516,1669.202417
Hope,KY,Montgomery,38.01464,-83.76565,69,Rural,Materials engineer,0,81,47877.81,Married,Male,Yes,11.40449185,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,19.95277818,252.637807,2190.259876
Wyandanch,NY,Suffolk,40.75225,-73.37596,15033,Suburban,Civil Service fast streamer,0,83,46154.17,Never Married,Male,No,10.44249511,13,1,0,No,One year,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Credit Card (automatic),14.85781115,130.024412,1445.752781
Glenville,MN,Freeborn,43.55141,-93.22052,1879,Urban,"Scientist, forensic",3,87,10403.59,Married,Female,Yes,10.68024546,13,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),11.92299244,182.467607,1296.481055
Smoot,WY,Lincoln,42.57963,-110.84469,358,Rural,Diagnostic radiographer,3,76,22412.6,Married,Female,No,10.62439366,13,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,5.972864167,139.934918,1195.393037
Hailey,ID,Blaine,43.56677,-114.3155,10398,Rural,Dealer,3,34,96382.76,Married,Male,Yes,8.580626195,14,0,0,No,Two Year,Yes,No,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Mailed Check,16.00330155,202.682861,2120.673828
Mayville,ND,Traill,47.49741,-97.28184,2081,Suburban,Planning and development surveyor,1,46,28022.56,Divorced,Female,No,8.996933306,11,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Electronic Check,12.63074989,159.951231,1238.421347
New Brockton,AL,Coffee,31.41551,-85.91877,3410,Suburban,Broadcast engineer,1,73,35478.4,Married,Female,No,7.602570192,7,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,8.4944392,149.948316,847.110799
Greenville,SC,Greenville,34.92588,-82.4386,1917,Rural,Nature conservation officer,3,58,87537.25,Divorced,Male,No,9.591529444,14,0,1,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,No,No,Electronic Check,12.07358377,137.469817,1623.045026
Nichols,NY,Tioga,42.03008,-76.35403,2482,Urban,Private music teacher,4,70,34112.1,Never Married,Male,Yes,13.36027908,12,0,0,No,One year,Yes,No,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),10.21634248,187.656013,1479.730181
Carney,OK,Lincoln,35.82626,-97.01138,902,Suburban,Manufacturing engineer,0,53,32653.51,Married,Male,Yes,4.372034777,7,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Mailed Check,15.50354683,164.985293,2144.735024
Belmond,IA,Wright,42.84308,-93.62003,3066,Suburban,Gaffer,0,38,49277.48,Widowed,Female,No,12.81260566,10,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Electronic Check,19.48900163,172.462354,1974.780054
Alexandria,LA,Rapides,31.20426,-92.37751,13365,Rural,Curator,0,26,37297.82,Widowed,Female,Yes,3.767298987,11,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Electronic Check,10.01771765,204.949594,1261.177198
Lopeno,TX,Zapata,26.67347,-99.10304,207,Rural,"Editor, commissioning",2,44,14928.96,Widowed,Male,No,17.56798903,14,2,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,7.34059599,147.473844,939.7181324
Glendale,CA,Los Angeles,34.14454,-118.2565,689,Suburban,"Engineer, communications",3,66,24702.68,Divorced,Female,Yes,11.2369761,11,3,2,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,12.64742067,162.471255,1357.062854
Montrose,AL,Baldwin,30.56858,-87.90401,99,Suburban,Barrister,1,58,87535.71,Divorced,Male,No,8.54892416,15,0,1,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Mailed Check,8.850426839,119.95684,1456.887443
Taylor,ND,Stark,46.94406,-102.45833,509,Rural,TEFL teacher,6,51,63166.87,Divorced,Female,Yes,6.094109902,11,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),3.701557118,207.609354,937.5863866
Garrison,MN,Crow Wing,46.23146,-93.83415,933,Urban,Public relations account executive,4,34,11856.81,Separated,Female,No,13.9077275,14,1,0,No,One year,No,No,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,2.976033785,194.999168,830.1193011
Barre,MA,Worcester,42.42018,-72.10615,4991,Rural,Audiological scientist,0,87,27326.79,Widowed,Nonbinary,No,7.905333122,14,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),5.522376826,174.975543,737.8564608
Semora,NC,Person,36.50308,-79.09174,1579,Rural,Travel agency manager,1,67,12779.23,Divorced,Female,Yes,12.53830949,9,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,15.64596698,240.114868,1781.854862
Clarksville,IN,Clark,38.31387,-85.76896,19669,Urban,Land,4,59,25519.91,Never Married,Nonbinary,Yes,12.8219418,12,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),23.00764441,240.114868,2464.577489
Pathfork,KY,Harlan,36.73949,-83.44596,530,Urban,Music therapist,7,23,46871.21,Divorced,Male,No,8.941553742,10,0,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,17.24924155,139.983006,2392.203409
Penasco,NM,Taos,36.20595,-105.70693,1469,Suburban,"Librarian, academic",0,42,77383.72,Widowed,Male,Yes,10.51043963,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),13.01107597,240.114868,1664.19271
North Brookfield,NY,Madison,42.84506,-75.38218,324,Suburban,Film/video editor,1,24,47395.3,Divorced,Female,Yes,11.86384439,11,3,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),5.104082209,209.993134,1433.616898
Portland,MI,Ionia,42.85933,-84.92965,10482,Urban,Environmental health practitioner,2,81,90977.74,Widowed,Female,No,10.76051016,10,3,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Mailed Check,3.521499924,147.456419,823.4933243
Barnesville,PA,Schuylkill,40.79879,-76.08148,1919,Rural,"Engineer, manufacturing",1,51,47726.25,Separated,Female,Yes,8.174495258,8,5,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),1.875430489,152.502178,590.7765801
Kanona,NY,Steuben,42.37667,-77.36652,241,Suburban,Waste management officer,1,70,51721.64,Never Married,Female,No,10.05388383,12,2,0,No,One year,Yes,No,None,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),5.587484456,79.978861,418.6206885
Midvale,OH,Tuscarawas,40.43606,-81.37021,673,Urban,"Scientist, water quality",0,87,41531.03,Married,Female,No,7.045552801,13,2,0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,7.007695148,142.482694,1181.991846
Enigma,GA,Berrien,31.41298,-83.32722,2649,Urban,Sub,0,46,33504.8,Divorced,Female,No,8.957297136,14,1,0,No,One year,No,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),1.408375942,117.439154,733.4036934
Worthington,KY,Greenup,38.55253,-82.73701,1598,Suburban,Neurosurgeon,4,44,11518.58,Married,Male,Yes,13.41209586,11,3,0,Yes,Two Year,No,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,2.964559883,152.455519,1205.956363
Littlefield,TX,Lamb,33.88987,-102.33544,6658,Urban,"Scientist, research (maths)",0,33,31065.17,Never Married,Female,No,14.89835355,9,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Electronic Check,10.25635754,174.961766,1261.032763
Manitowish Waters,WI,Vilas,46.12873,-89.85899,823,Suburban,Public house manager,0,19,32097.17,Widowed,Female,Yes,13.62135046,14,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),3.892407013,202.443347,741.7766988
Barboursville,WV,Cabell,38.37332,-82.26407,13287,Suburban,"Designer, multimedia",1,31,23424.88,Never Married,Male,Yes,14.95912113,12,2,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Credit Card (automatic),3.226996711,210.12704,932.6084359
Sturgeon Lake,MN,Pine,46.3964,-92.88292,2394,Urban,"Psychologist, sport and exercise",1,34,35988.24,Separated,Female,No,11.741245,9,0,0,No,One year,No,Yes,None,Yes,No,Yes,Yes,No,No,No,Yes,No,Bank Transfer(automatic),15.87685513,139.979239,1708.614019
Fredericktown,OH,Knox,40.49343,-82.5764,9295,Urban,Building surveyor,4,43,35539.7,Never Married,Male,No,7.765121655,11,0,1,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,5.874064017,139.965008,1363.58603
Elmer City,WA,Okanogan,48.00013,-118.9525,315,Suburban,"Geologist, wellsite",1,82,27959.34,Separated,Male,No,7.130431693,5,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),3.756359276,137.439154,472.1057019
Calais,ME,Washington,45.134,-67.224,2998,Rural,Animator,6,36,52232.97,Widowed,Female,No,8.359515606,13,1,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,No,No,No,Credit Card (automatic),2.905283283,102.474625,558.2340556
Correll,MN,Big Stone,45.29278,-96.16591,178,Suburban,"Production assistant, television",1,48,18198.59,Never Married,Male,Yes,9.42799205,17,3,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,1.474810061,252.637807,815.194738
North Garden,VA,Albemarle,37.94084,-78.65369,1423,Rural,Transport planner,0,52,16851.94,Widowed,Male,Yes,10.95510131,11,0,1,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,18.56165869,194.999168,2007.303617
Vado,NM,Doña Ana,32.14053,-106.61285,1935,Suburban,"Geneticist, molecular",1,35,16440.05,Never Married,Nonbinary,Yes,10.8621377,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),12.39088509,242.610632,2088.48083
Durham,KS,Marion,38.49747,-97.28225,239,Suburban,Archaeologist,0,20,33343.73,Widowed,Male,No,11.38860234,14,1,0,No,Two Year,No,Yes,None,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,3.86023041,129.976324,822.3008694
Cosmos,MN,Meeker,44.93688,-94.67707,1003,Suburban,Occupational psychologist,0,25,30664.56,Separated,Female,Yes,9.580144161,13,4,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,17.72593456,240.114868,2059.200998
Morrice,MI,Shiawassee,42.8425,-84.15529,2817,Suburban,Research scientist (life sciences),0,88,31934.04,Divorced,Male,No,10.79191234,18,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),3.043063167,174.975543,617.542543
Cecilton,MD,Cecil,39.40454,-75.86757,884,Suburban,"Engineer, building services",1,54,26676.4,Widowed,Female,No,9.982341124,8,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,5.827112819,169.944668,758.4775985
Willard,OH,Huron,41.08112,-82.71561,11245,Suburban,"Solicitor, Scotland",1,46,67211.95,Never Married,Male,Yes,6.511921085,12,0,1,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Electronic Check,4.648958177,162.511928,894.6733856
New Rochelle,NY,Westchester,40.89645,-73.7804,19215,Suburban,Hospital pharmacist,2,75,31136.77,Widowed,Female,No,10.70500472,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,11.96274778,119.95684,1639.898269
Siren,WI,Burnett,45.77019,-92.40004,2733,Urban,Immunologist,5,66,40660.84,Widowed,Male,No,11.58410296,11,0,1,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),4.525864256,137.439154,710.7541633
Brightwood,VA,Madison,38.41139,-78.1835,1204,Suburban,Equality and diversity officer,0,51,10606.59,Divorced,Female,No,8.01651453,12,1,1,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Credit Card (automatic),8.038308899,207.46728,1092.226042
Etna,WY,Lincoln,43.04942,-111.00229,1028,Suburban,Oncologist,0,75,13612.16,Never Married,Male,No,12.63643487,18,0,0,No,Month-to-month,No,No,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,19.83504645,225.178625,2301.850721
West Springfield,MA,Hampden,42.12534,-72.65027,28666,Urban,IT technical support officer,3,54,13765.39,Widowed,Female,Yes,16.68178185,8,2,0,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,15.85002222,232.637807,2401.406545
Sheffield,TX,Pecos,30.59596,-101.77778,266,Urban,Early years teacher,0,53,42523.02,Separated,Male,No,12.99948061,12,1,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,11.94550648,137.469817,1536.589816
Polk,OH,Ashland,40.9206,-82.19339,1994,Urban,Chartered management accountant,5,41,19097.94,Widowed,Female,No,7.369412654,13,0,1,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),21.29342532,124.960655,2409.195918
Calvert,TX,Robertson,31.00731,-96.68717,1869,Urban,"Runner, broadcasting/film/video",1,59,11301.4,Divorced,Female,No,9.84688181,11,0,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),4.95598008,199.990219,1342.862457
Flat Rock,MI,Wayne,42.10714,-83.29339,21792,Rural,Newspaper journalist,1,32,22533.05,Widowed,Female,Yes,13.53989069,13,1,1,No,One year,No,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,4.973046104,245.145743,1204.479468
Rockville,IN,Parke,39.75343,-87.162,8770,Rural,Naval architect,3,51,19974.4,Never Married,Female,Yes,5.458806701,10,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Credit Card (automatic),10.28430068,255.155493,1616.908193
Fort Lauderdale,FL,Broward,26.16549,-80.11383,3378,Rural,"Engineer, petroleum",1,46,45146.99,Never Married,Female,No,12.0772854,11,1,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Bank Transfer(automatic),2.581692044,134.950905,345.0099528
Wickes,AR,Polk,34.29961,-94.3172,1748,Rural,Agricultural engineer,3,37,10330.1,Married,Male,Yes,6.918984305,9,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Credit Card (automatic),6.945736396,159.947583,1427.088655
Pippa Passes,KY,Knott,37.32677,-82.86427,1598,Suburban,Meteorologist,0,53,15281.28,Never Married,Male,No,14.84155042,8,3,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),9.999416271,139.987503,1452.334634
Dry Prong,LA,Grant,31.60806,-92.56734,4335,Urban,"Editor, commissioning",1,62,11217.96,Divorced,Male,Yes,12.66717474,15,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),6.035737465,179.947583,795.4957358
Vanderbilt,PA,Fayette,40.02532,-79.70475,2299,Suburban,Psychiatrist,1,57,17516.0,Separated,Female,No,11.43786808,13,0,1,No,Month-to-month,No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),9.004964377,127.473844,1333.894229
Orient,OH,Pickaway,39.77433,-83.14164,12275,Suburban,"Designer, ceramics/pottery",2,80,20566.64,Married,Female,Yes,6.915228797,10,1,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Credit Card (automatic),5.071456681,232.637807,1402.20491
Fair Oaks,IN,Jasper,41.06205,-87.27353,1065,Urban,Environmental education officer,1,43,36128.68,Married,Male,Yes,11.30215199,12,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),12.02106494,195.006206,1447.196935
Vienna,VA,Fairfax,38.89655,-77.25486,24438,Suburban,Textile designer,1,35,52129.84,Divorced,Male,Yes,9.513085538,10,1,0,Yes,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),5.049303717,267.642733,1662.510936
Zearing,IA,Story,42.15018,-93.29745,788,Urban,"Horticulturist, amenity",1,63,10909.79,Widowed,Female,Yes,12.21852573,15,2,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),15.31997698,220.114868,2181.752793
